iter	RMSE
446	506.106985
447	505.7674565
448	505.5055594
449	505.0465537
450	504.8418937
451	504.5766961
452	504.2105848
453	503.9435465
454	503.5812166
455	503.2678123
456	502.9190527
457	502.5897215
458	502.228828
459	501.9804676
460	501.5422277
461	501.2539512
462	501.0446472
463	500.7375262
464	500.444933
465	500.1960103
466	499.8419089
467	499.4912356
468	499.146304
469	498.8008117
470	498.4935266
471	498.1139117
472	497.8972372
473	497.6026778
474	497.14553
475	496.7668859
476	496.4874085
477	496.1358646
478	495.6935393
479	495.4378073
480	495.020258
481	494.7300224
482	494.4287914
483	494.1514385
484	493.8080538
485	493.5290413
486	493.3038628
487	492.9307107
488	492.6656458
489	492.4005226
490	491.9830128
491	491.7659792
492	491.4677338
493	491.3617236
494	491.0529407
495	490.7375732
496	490.2939052
497	490.0525134
498	489.8499705
499	489.5239029
500	489.2604019
501	489.0402336
502	488.7812579
503	488.5781463
504	488.2688762
505	487.9390941
506	487.6806563
507	487.4887445
508	487.2725251
509	486.999542
510	486.7746778
511	486.5513713
512	486.2776382
513	485.8886945
514	485.6202503
515	485.2567046
516	484.9198835
517	484.5485849
518	484.1877679
519	483.9748606
520	483.7708951
521	483.6038471
522	483.1999063
523	482.8351175
524	482.5588587
525	482.171416
526	481.9491167
527	481.7601786
528	481.4259589
529	481.0346841
530	480.6625833
531	480.2508055
532	479.9366002
533	479.6728476
534	479.476884
535	479.0835085
536	478.7438405
537	478.4622639
538	478.262199
539	477.9344271
540	477.7155442
541	477.3918647
542	477.1697272
543	476.9343019
544	476.7210151
545	476.6020609
546	476.1867138
547	475.9624005
548	475.6956165
549	475.4526053
550	475.3075648
551	475.0150334
552	474.7905732
553	474.4959183
554	474.174314
555	473.8959881
556	473.5036897
557	473.1277068
558	472.8077754
559	472.4217629
560	472.1318393
561	471.7944836
562	471.4235572
563	471.259982
564	471.0153056
565	470.836708
566	470.4951448
567	470.2195004
568	469.9793506
569	469.7134517
570	469.4885375
571	469.1824375
572	468.8877467
573	468.6979523
574	468.3890266
575	468.0891112
576	467.9091882
577	467.5241616
578	467.1041833
579	466.8814096
580	466.6146883
581	466.1902105
582	465.904859
583	465.62598
584	465.3811014
585	465.1325438
586	464.917856
587	464.6725422
588	464.2927214
589	464.0335612
590	463.7406473
591	463.4814763
592	463.1800354
593	462.8523183
594	462.6397927
595	462.3287473
596	462.0826279
597	461.7391333
598	461.5875871
599	461.3391317
600	461.0220292
601	460.69771
602	460.4573887
603	460.1436774
604	459.7148094
605	459.5241375
606	459.429437
607	459.1789363
608	458.8423123
609	458.6082067
610	458.4606533
611	458.190826
612	457.8634837
613	457.6964644
614	457.4401519
615	456.6753733
616	456.3411005
617	456.0987143
618	455.8986329
619	455.6752457
620	455.5413791
621	455.2279897
622	455.0749593
623	454.8006207
624	454.5823445
625	454.2521367
626	454.0318471
627	453.8192727
628	453.5363641
629	453.2110744
630	453.0928868
631	452.9536589
632	452.6760943
633	452.5191973
634	452.364482
635	452.1696344
636	451.7551331
637	451.3984293
638	451.1238352
639	450.9028509
640	450.6761418
641	450.2155567
642	449.9337165
643	449.6799603
644	449.3304679
645	449.1583707
646	448.9777852
647	448.805278
648	448.5007282
649	448.3691404
650	448.0067846
651	447.9049503
652	447.6853077
653	447.468319
654	447.142798
655	446.9709953
656	446.7361793
657	446.4098697
658	446.2469236
659	445.9112656
660	445.7207012
661	445.5442722
662	445.2588011
663	444.9659129
664	444.7747744
665	444.3955374
666	444.2089657
667	443.7979144
668	443.4729645
669	443.3116856
670	443.1169903
671	442.8557294
672	442.6613385
673	442.3197662
674	442.0404556
675	441.7303176
676	441.4711357
677	441.2647581
678	441.0948181
679	440.7977839
680	440.5681483
681	440.3675801
682	440.1846634
683	439.9702998
684	439.7963792
685	439.6232654
686	439.4152903
687	439.2368206
688	438.9429919
689	438.9276866
690	438.6575397
691	438.4708384
692	438.2892666
693	438.1753922
694	437.8899413
695	437.5565754
696	437.2507725
697	436.980952
698	436.7904173
699	436.4827797
700	436.1477118
701	436.131662
702	435.9063193
703	435.6017072
704	435.2447814
705	434.9986639
706	434.8624205
707	434.6738361
708	434.4006095
709	434.1612322
710	433.7735557
711	433.5161265
712	433.2736148
713	433.0069818
714	432.8163018
715	432.5215351
716	432.3430086
717	432.0933739
718	431.8267494
719	431.610064
720	431.420497
721	431.1306121
722	430.8014966
723	430.6238226
724	430.4584257
725	430.2271888
726	430.0214309
727	429.7885628
728	429.622221
729	429.4561902
730	429.3423393
731	429.1086211
732	428.8855966
733	428.6774708
734	428.5794242
735	428.3410048
736	428.1063661
737	427.8218682
738	427.6170176
739	427.3767586
740	427.1993508
741	427.0011103
742	426.8178428
743	426.6325445
744	426.5063691
745	426.3125695
746	426.1960177
747	426.0687395
748	425.9191369
749	425.5569606
750	425.3581527
751	425.0793576
752	424.8536606
753	424.7279986
754	424.5635618
755	424.2082242
756	424.0831061
757	423.9377324
758	423.2674911
759	423.0878271
760	422.8423667
761	422.6683851
762	422.3993821
763	422.1971754
764	421.9799848
765	421.7872682
766	421.674108
767	421.3567405
768	421.0913656
769	420.9970947
770	420.8477105
771	420.5746688
772	420.5022424
773	420.2500108
774	420.0907859
775	419.92924
776	419.7955717
777	419.5858962
778	419.3512028
779	419.296416
780	419.0266006
781	418.7872363
782	418.6151789
783	418.3620063
784	418.1543557
785	418.1305015
786	418.0111912
787	417.7943344
788	417.5923785
789	417.3565503
790	417.0601376
791	416.8389645
792	416.6488428
793	416.4587954
794	416.3073571
795	415.9632181
796	415.7977753
797	415.53369
798	415.3727035
799	415.1854526
800	415.0096776
801	414.7523556
802	414.5603372
803	414.2449696
804	414.0558136
805	413.8472365
806	413.6992973
807	413.5888967
808	413.4244213
809	413.2682109
810	413.0330563
811	412.548487
812	412.3044916
813	412.0546365
814	411.5837745
815	411.4183796
816	411.2043125
817	411.0456152
818	410.8079601
819	410.5211684
820	410.408849
821	410.1746293
822	410.0164592
823	409.7374409
824	409.5324026
825	409.0505513
826	408.7953084
827	408.5916151
828	408.389136
829	408.1258759
830	407.9169815
831	407.6743971
832	407.4718556
833	407.3140026
834	407.1713132
835	406.9659919
836	406.7181547
837	406.384591
838	406.1748988
839	405.8405187
840	405.6719584
841	405.4735502
842	405.2963155
843	405.0221283
844	404.8051775
845	404.5966507
846	404.3241236
847	404.1464743
848	403.9725383
849	403.8496705
850	403.5761741
851	403.2558647
852	403.0387092
853	402.835741
854	402.7044263
855	402.5505982
856	402.4311029
857	402.3109197
858	402.1002579
859	401.822177
860	401.5444058
861	401.3515255
862	401.2654871
863	401.0447991
864	400.991955
865	400.8986501
866	400.6136596
867	400.4481124
868	400.3161972
869	400.0665392
870	399.8017397
871	399.4583961
872	399.2731795
873	399.179431
874	398.9950655
875	398.7709868
876	398.6283932
877	398.480799
878	398.3770351
879	398.1972146
880	397.9392737
881	397.7534159
882	397.6086435
883	397.396666
884	397.1524315
885	396.983751
886	396.7061164
887	396.5235716
888	396.3818775
889	396.1291067
890	395.9624479
891	395.7289664
892	395.5756356
893	395.3509509
894	395.2335731
895	394.9493809
896	394.6641248
897	394.362948
898	394.0776333
899	393.8644595
900	393.6985594
901	393.54247
902	393.3571392
903	393.1088736
904	392.9274514
905	392.7450295
906	392.5756287
907	392.3645721
908	392.2255363
909	391.9406606
910	391.8411781
911	391.7433002
912	391.6330382
913	391.3766926
914	391.2521855
915	391.1375966
916	390.8970088
917	390.6357596
918	390.5635229
919	390.2642705
920	390.0871146
921	389.7827568
922	389.6229656
923	389.4593214
924	389.1727961
925	388.9061822
926	388.7696065
927	388.5423785
928	388.4095224
929	388.266238
930	388.0402834
931	387.8517018
932	387.6335638
933	387.3947847
934	387.2246841
935	387.1752121
936	387.0101977
937	386.8298871
938	386.4503197
939	386.2505378
940	386.0798516
941	385.9470255
942	385.8138459
943	385.5986178
944	385.4091845
945	385.1998805
946	385.0001876
947	384.3805029
948	384.1714833
949	383.9481725
950	383.7455796
951	383.6399399
952	383.4916193
953	383.3440989
954	383.2327216
955	383.1271174
956	382.948574
957	382.6402766
958	382.3959875
959	382.1699359
960	381.9002031
961	381.6167424
962	381.3822783
963	381.2764013
964	381.0347764
965	380.7350543
966	380.4608876
967	380.1653607
968	379.9520834
969	379.8067076
970	379.6512215
971	379.4255246
972	379.2847533
973	379.1424072
974	378.9979931
975	378.7772538
976	378.5490801
977	378.4271672
978	378.0631204
979	377.7963699
980	377.6264568
981	377.3678569
982	377.1920472
983	377.0448531
984	376.7724687
985	376.5637655
986	376.4651116
987	376.2433469
988	376.0354584
989	375.942086
990	375.669355
991	375.4999455
992	375.2772448
993	375.1185154
994	374.8702958
995	374.7051433
996	374.4478286
997	374.3209415
998	373.9764721
999	373.8221279
